8157 WIND_SPEED,TEMPERATURE,HUMIDITY,MIC_A,MIC_B
10835 0.35,24.30,38.00,2.25,-18.00
10843 0.35,24.30,38.00,-40.75,8.50
10843 0.35,24.30,38.00,31.00,64.75
10850 0.35,24.30,38.00,42.50,35.25
10851 0.35,24.30,38.00,7.25,35.00
10859 0.35,24.30,38.00,-28.00,21.75
10859 0.35,24.30,38.00,-21.25,-14.25
10866 0.35,24.30,38.00,-25.75,-17.25
10867 0.35,24.30,38.00,-21.50,-13.75
10875 0.35,24.30,38.00,16.00,34.25
10875 0.35,24.30,38.00,24.25,32.75
10883 0.35,24.30,38.00,52.25,28.00
10883 0.35,24.30,38.00,104.25,43.75
10890 0.35,24.30,38.00,35.00,-13.50
10891 0.35,24.30,38.00,-69.50,-26.75
10898 0.35,24.30,38.00,-115.50,-33.75
10898 0.35,24.30,38.00,-88.25,-47.00
10906 0.35,24.30,38.00,-53.75,-18.75
10906 0.35,24.30,38.00,20.75,-10.75
10913 0.35,24.30,38.00,61.00,14.50
10914 0.35,24.30,38.00,73.00,33.75
10922 0.35,24.30,38.00,92.75,32.75
10922 0.35,24.30,38.00,-3.25,-25.50
10930 0.35,24.30,38.00,-38.25,-15.75
10930 0.35,24.30,38.00,-42.25,-48.25
10939 0.35,24.30,38.00,-36.25,-45.00
10939 0.35,24.30,38.00,-22.00,19.50
10946 0.35,24.30,38.00,33.25,47.25
10947 0.35,24.30,38.00,-3.75,3.00
10954 0.35,24.30,38.00,-1.50,9.50
10954 0.35,24.30,38.00,-16.00,13.75
10962 0.35,24.30,38.00,-30.25,-14.75
10962 0.35,24.30,38.00,-33.50,-24.00
10970 0.35,24.30,38.00,-41.75,-25.50
10970 0.35,24.30,38.00,-16.25,1.75
10978 0.35,24.30,38.00,19.25,40.00
10978 0.35,24.30,38.00,44.25,41.75
10986 0.35,24.30,38.00,70.75,51.00
10986 0.35,24.30,38.00,66.00,50.00
10994 0.35,24.30,38.00,38.75,40.25
10994 0.35,24.30,38.00,15.75,5.75
11002 0.35,24.30,38.00,-8.50,-22.50
11003 0.35,24.30,38.00,-14.00,-21.75
11010 0.35,24.30,38.00,49.00,-6.25
11010 0.35,24.30,38.00,2.00,14.00
11018 0.35,24.30,38.00,11.50,30.00
11018 0.35,24.30,38.00,63.75,65.25
11026 0.35,24.30,38.00,46.00,11.75
11026 0.35,24.30,38.00,63.50,34.75
11034 0.35,24.30,38.00,20.50,-18.25
11035 0.35,24.30,38.00,-49.50,-27.25
11043 0.35,24.30,38.00,-93.25,-12.50
11043 0.35,24.30,38.00,-44.75,-4.75
11050 0.35,24.30,38.00,-6.75,-32.75
11051 0.35,24.30,38.00,31.75,43.50
11058 0.35,24.30,38.00,19.25,60.75
11058 0.35,24.30,38.00,-9.50,-0.25
11066 0.35,24.30,38.00,-18.25,-26.00
11066 0.35,24.30,38.00,-10.00,-22.00
11074 0.35,24.30,38.00,-68.50,-45.50
11074 0.35,24.30,38.00,-67.00,-34.50
11083 0.35,24.30,38.00,-25.00,-7.25
11083 0.35,24.30,38.00,26.00,28.75
11090 0.35,24.30,38.00,36.25,30.50
11091 0.35,24.30,38.00,-47.00,-1.75
11098 0.35,24.30,38.00,-28.00,-31.50
11099 0.35,24.30,38.00,-17.25,-53.25
11106 0.35,24.30,38.00,46.50,-60.00
11106 0.35,24.30,38.00,0.00,-20.50
11114 0.35,24.30,38.00,41.75,17.75
11114 0.35,24.30,38.00,34.50,7.50
11122 0.35,24.30,38.00,-1.75,35.50
11122 0.35,24.30,38.00,16.25,51.00
11131 0.35,24.30,38.00,104.00,27.50
11131 0.35,24.30,38.00,29.25,-3.50
11139 0.35,24.30,38.00,-45.75,5.00
11139 0.35,24.30,38.00,-47.25,4.75
11147 0.35,24.30,38.00,-23.00,14.75
11147 0.35,24.30,38.00,-8.75,29.25
11155 0.35,24.30,38.00,54.00,40.00
11155 0.35,24.30,38.00,40.50,30.50
11162 0.35,24.30,38.00,8.00,23.75
11163 0.35,24.30,38.00,-23.50,-6.50
11171 0.35,24.30,38.00,36.00,15.50
11171 0.35,24.30,38.00,29.25,-25.75
11179 0.35,24.30,38.00,-40.50,-26.50
11180 0.35,24.30,38.00,-28.25,-7.25
11186 0.35,24.30,38.00,8.75,8.25
11186 0.35,24.30,38.00,-3.50,10.50
11194 0.35,24.30,38.00,50.25,46.50
11194 0.35,24.30,38.00,63.50,6.50
11202 0.35,24.30,38.00,41.00,1.75
11202 0.35,24.30,38.00,16.75,20.50
11210 0.35,24.30,38.00,-23.25,-2.25
11210 0.35,24.30,38.00,-17.00,-5.75
11218 0.35,24.30,38.00,-15.75,-32.25
11218 0.35,24.30,38.00,10.75,43.75
11226 0.35,24.30,38.00,1.25,35.00
11226 0.35,24.30,38.00,-8.25,23.75
11234 0.35,24.30,38.00,-70.75,1.25
11234 0.35,24.30,38.00,-68.50,-22.50
11242 0.35,24.30,38.00,-69.75,-58.25
11242 0.35,24.30,38.00,-62.00,-34.50
11250 0.35,24.30,38.00,-44.00,-11.25
11251 0.35,24.30,38.00,-9.25,-16.50
11258 0.35,24.30,38.00,6.25,-53.75
11258 0.35,24.30,38.00,52.00,-9.75
11266 0.35,24.30,38.00,37.25,16.50
11266 0.35,24.30,38.00,-9.00,0.75
11274 0.35,24.30,38.00,-29.50,-35.50
11275 0.35,24.30,38.00,-22.75,-44.50
11282 0.35,24.30,38.00,-23.25,-65.75
11283 0.35,24.30,38.00,18.00,6.25
11290 0.35,24.30,38.00,43.00,83.00
11291 0.35,24.30,38.00,43.25,65.50
11298 0.35,24.30,38.00,56.00,16.50
11299 0.35,24.30,38.00,54.50,-4.75
11306 0.35,24.30,38.00,27.00,-0.25
11306 0.35,24.30,38.00,-23.25,19.50
11314 0.35,24.30,38.00,-31.25,-25.25
11315 0.35,24.30,38.00,-11.50,-10.75
11322 0.35,24.30,38.00,35.00,33.50
11322 0.35,24.30,38.00,18.50,36.25
11329 0.35,24.30,38.00,39.25,62.50
11330 0.35,24.30,38.00,10.00,16.25
11338 0.35,24.30,38.00,27.00,4.75
11338 0.35,24.30,38.00,-7.00,-30.25
11346 0.35,24.30,38.00,-0.75,-58.50
11346 0.35,24.30,38.00,7.25,-16.75
11354 0.35,24.30,38.00,44.75,28.00
11354 0.35,24.30,38.00,20.50,-5.25
11362 0.35,24.30,38.00,-18.75,-7.50
11362 0.35,24.30,38.00,-5.75,45.25
11370 0.35,24.30,38.00,9.25,37.75
11370 0.35,24.30,38.00,23.50,18.75
11378 0.35,24.30,38.00,54.75,12.00
11378 0.35,24.30,38.00,8.25,-28.00
11386 0.35,24.30,38.00,-77.25,-47.00
11386 0.35,24.30,38.00,-25.75,-31.50
11394 0.35,24.30,38.00,38.00,12.50
11394 0.35,24.30,38.00,19.50,28.25
11403 0.35,24.30,38.00,8.00,11.75
11403 0.35,24.30,38.00,-3.75,-3.00
11410 0.35,24.30,38.00,-54.75,6.00
11410 0.35,24.30,38.00,-47.75,1.00
11418 0.35,24.30,38.00,-20.50,-17.00
11418 0.35,24.30,38.00,34.75,-2.25
11426 0.35,24.30,38.00,30.00,-11.75
11426 0.35,24.30,38.00,-21.50,-8.50
11434 0.35,24.30,38.00,-10.25,30.75
11434 0.35,24.30,38.00,65.00,25.25
11442 0.35,24.30,38.00,37.25,-40.75
11442 0.35,24.30,38.00,-40.50,-41.75
11450 0.35,24.30,38.00,-114.00,-73.50
11450 0.35,24.30,38.00,20.75,-46.75
11457 0.35,24.30,38.00,6.00,-11.50
11458 0.35,24.30,38.00,-11.50,19.25
11466 0.35,24.30,38.00,21.25,24.75
11466 0.35,24.30,38.00,77.75,4.50
11474 0.35,24.30,38.00,53.50,22.25
11474 0.35,24.30,38.00,52.25,23.75
11482 0.35,24.30,38.00,-10.25,-29.25
11482 0.35,24.30,38.00,-42.50,-48.75
11490 0.35,24.30,38.00,-28.00,5.50
11490 0.35,24.30,38.00,-28.75,48.25
11498 0.35,24.30,38.00,-31.00,34.25
11498 0.35,24.30,38.00,7.75,21.00
11505 0.35,24.30,38.00,11.75,39.25
11506 0.35,24.30,38.00,-29.50,1.50
11514 0.35,24.30,38.00,-19.50,-11.50
11514 0.35,24.30,38.00,19.00,-35.00
11522 0.35,24.30,38.00,-2.00,-35.25
11522 0.35,24.30,38.00,1.25,-15.25
11531 0.35,24.30,38.00,-9.25,55.75
11532 0.35,24.30,38.00,-35.00,65.75
11538 0.35,24.30,38.00,62.00,69.25
11538 0.35,24.30,38.00,80.75,-3.25
11546 0.35,24.30,38.00,43.50,-40.25
11547 0.35,24.30,38.00,-2.25,1.75
11555 0.35,24.30,38.00,-30.00,-20.25
11555 0.35,24.30,38.00,-1.50,-45.00
11562 0.35,24.30,38.00,-67.75,-14.00
11562 0.35,24.30,38.00,-20.00,4.50
11570 0.35,24.30,38.00,44.00,55.00
11570 0.35,24.30,38.00,47.00,9.50
11578 0.35,24.30,38.00,15.75,28.50
11578 0.35,24.30,38.00,-59.50,5.25
11586 0.35,24.30,38.00,-84.25,-21.25
11586 0.35,24.30,38.00,-91.75,-57.50
11594 0.35,24.30,38.00,-38.25,-47.50
11594 0.35,24.30,38.00,-1.00,-33.00
11602 0.35,24.30,38.00,21.75,9.50
11603 0.35,24.30,38.00,49.50,58.75
11609 0.35,24.30,38.00,27.50,56.25
11610 0.35,24.30,38.00,17.25,37.75
11619 0.35,24.30,38.00,-6.50,-19.75
11619 0.35,24.30,38.00,-14.50,-38.00
11626 0.35,24.30,38.00,-8.50,-46.00
11626 0.35,24.30,38.00,23.25,-19.00
11635 0.35,24.30,38.00,25.25,6.25
11635 0.35,24.30,38.00,49.25,27.75
11641 0.35,24.30,38.00,39.00,11.75
11642 0.35,24.30,38.00,6.75,31.00
11650 0.35,24.30,38.00,-42.75,10.75
11650 0.35,24.30,38.00,-83.75,-7.50
11659 0.35,24.30,38.00,-110.75,-50.50
11659 0.35,24.30,38.00,-47.75,-58.75
11667 0.35,24.30,38.00,44.25,-80.75
11667 0.35,24.30,38.00,90.75,-91.75
11675 0.35,24.30,38.00,131.25,-64.50
11676 0.35,24.30,38.00,133.25,19.75
11682 0.35,24.30,38.00,66.25,53.75
11683 0.61,24.30,38.00,2.50,48.75
11690 0.61,24.30,38.00,-65.75,64.00
11690 0.61,24.30,38.00,-82.75,125.00
11699 0.61,24.30,38.00,-65.25,118.25
11699 0.61,24.30,38.00,-21.00,72.75
11707 0.61,24.30,38.00,36.50,24.50
11707 0.61,24.30,38.00,68.50,-19.50
11715 0.61,24.30,38.00,84.00,-36.75
11715 0.61,24.30,38.00,59.75,-62.00
11722 0.61,24.30,38.00,36.00,-61.25
11723 0.61,24.30,38.00,-27.25,-74.75
11730 0.61,24.30,38.00,-45.25,-36.50
11730 0.61,24.30,38.00,-40.25,-5.50
11739 0.61,24.30,38.00,10.00,46.00
11739 0.61,24.30,38.00,16.75,59.50
11746 0.61,24.30,38.00,38.00,75.00
11746 0.61,24.30,38.00,1.00,14.50
11755 0.61,24.30,38.00,5.00,-15.50
11755 0.61,24.30,38.00,-22.75,-54.00
11763 0.61,24.30,38.00,-57.25,-64.25
11763 0.61,24.30,38.00,-95.75,-65.75
11771 0.61,24.30,38.00,-18.50,-10.75
11771 0.61,24.30,38.00,53.00,28.00
11779 0.61,24.30,38.00,72.75,42.00
11779 0.61,24.30,38.00,32.25,14.50
11787 0.61,24.30,38.00,2.25,-9.25
11787 0.61,24.30,38.00,-19.00,-11.75
11795 0.61,24.30,38.00,-34.50,-2.25
11795 0.61,24.30,38.00,-39.00,19.25
11803 0.61,24.30,38.00,-49.75,15.50
11803 0.61,24.30,38.00,-10.50,10.00
11811 0.61,24.30,38.00,30.00,0.00
11811 0.61,24.30,38.00,44.75,20.00
11819 0.61,24.30,38.00,11.25,12.50
11819 0.61,24.30,38.00,-23.25,-13.75
11826 0.61,24.30,38.00,-32.50,-26.25
11826 0.61,24.30,38.00,2.50,-23.25
11834 0.61,24.30,38.00,41.25,-26.00
11834 0.61,24.30,38.00,47.00,-11.00
11843 0.61,24.30,38.00,34.00,-1.75
11843 0.61,24.30,38.00,63.75,25.50
11851 0.61,24.30,38.00,37.25,16.00
11851 0.61,24.30,38.00,-18.75,37.00
11859 0.61,24.30,38.00,-80.00,-9.25
11859 0.61,24.30,38.00,-25.75,-27.50
11867 0.61,24.30,38.00,-29.75,-49.25
11867 0.61,24.30,38.00,-43.75,-63.00
11874 0.61,24.30,38.00,-54.50,22.25
11874 0.61,24.30,38.00,122.25,53.25
11883 0.61,24.30,38.00,132.00,21.25
11883 0.61,24.30,38.00,85.75,-6.00
11890 0.61,24.30,38.00,58.50,19.50
11891 0.61,24.30,38.00,-69.25,62.50
11899 0.61,24.30,38.00,-147.25,50.25
11899 0.61,24.30,38.00,-74.25,25.25
11907 0.61,24.30,38.00,18.75,-14.50
11907 0.61,24.30,38.00,76.25,-42.25
11913 0.61,24.30,38.00,70.50,11.25
11914 0.61,24.30,38.00,5.00,57.50
11921 0.61,24.30,38.00,116.25,69.50
11921 0.61,24.30,38.00,104.75,16.25
11930 0.61,24.30,38.00,-57.25,-57.50
11930 0.61,24.30,38.00,-260.75,22.00
11939 0.61,24.30,38.00,-73.00,-57.50
11939 0.61,24.30,38.00,7.50,-59.00
11947 0.61,24.30,38.00,3.00,-17.75
11947 0.61,24.30,38.00,-47.50,26.50
11954 0.61,24.30,38.00,45.75,64.00
11954 0.61,24.30,38.00,100.50,-2.75
11963 0.61,24.30,38.00,26.50,-13.25
11963 0.61,24.30,38.00,-54.50,-19.25
11971 0.61,24.30,38.00,-62.25,-7.75
11971 0.61,24.30,38.00,-52.50,-10.50
11979 0.61,24.30,38.00,-40.75,3.50
11979 0.61,24.30,38.00,-14.25,12.50
11986 0.61,24.30,38.00,1.75,19.75
11986 0.61,24.30,38.00,-21.00,0.50
11995 0.61,24.30,38.00,-27.50,-18.50
11995 0.61,24.30,38.00,-0.50,-35.25
12003 0.61,24.30,38.00,5.75,-65.75
12003 0.61,24.30,38.00,9.50,-52.75
12010 0.61,24.30,38.00,20.00,-19.00
12010 0.61,24.30,38.00,25.00,25.25
12018 0.61,24.30,38.00,-21.00,39.75
12019 0.61,24.30,38.00,3.25,51.75
12025 0.61,24.30,38.00,0.75,15.75
12026 0.61,24.30,38.00,-14.75,-15.75
12034 0.61,24.30,38.00,-17.25,-21.00
12034 0.61,24.30,38.00,-15.50,-7.50
12042 0.61,24.30,38.00,-22.50,-5.25
12042 0.61,24.30,38.00,2.00,24.00
12051 0.61,24.30,38.00,45.50,48.25
12051 0.61,24.30,38.00,67.75,38.00
12057 0.61,24.30,38.00,72.00,10.00
12057 0.61,24.30,38.00,61.25,5.25
12066 0.61,24.30,38.00,17.50,-5.25
12066 0.61,24.30,38.00,-8.75,17.75
12074 0.61,24.30,38.00,-49.25,5.50
12074 0.61,24.30,38.00,-72.50,-16.00
12082 0.61,24.30,38.00,-27.75,1.50
12082 0.61,24.30,38.00,29.00,34.25
12090 0.61,24.30,38.00,15.50,12.00
12091 0.61,24.30,38.00,32.75,-7.50
12098 0.61,24.30,38.00,65.50,-10.00
12098 0.61,24.30,38.00,21.25,-23.25
12107 0.61,24.30,38.00,-12.50,-3.50
12107 0.61,24.30,38.00,-23.75,11.75
12114 0.61,24.30,38.00,1.75,43.00
12114 0.61,24.30,38.00,4.50,15.50
12123 0.61,24.30,38.00,33.00,4.50
12123 0.61,24.30,38.00,10.00,-10.25
12130 0.61,24.30,38.00,-40.50,-41.25
12130 0.61,24.30,38.00,-50.75,-55.75
12138 0.61,24.30,38.00,-72.75,-64.50
12139 0.61,24.30,38.00,-90.75,-65.00
12146 0.61,24.30,38.00,-67.75,-42.50
12147 0.61,24.30,38.00,-28.00,-10.00
12155 0.61,24.30,38.00,25.00,36.25
12155 0.61,24.30,38.00,11.75,24.00
12162 0.61,24.30,38.00,28.25,21.25
12162 0.61,24.30,38.00,9.00,-23.00
12170 0.61,24.30,38.00,-3.00,-40.75
12170 0.61,24.30,38.00,-43.00,-47.00
12178 0.61,24.30,38.00,-93.25,-9.75
12178 0.61,24.30,38.00,-41.00,27.75
12187 0.61,24.30,38.00,32.50,38.75
12187 0.61,24.30,38.00,59.25,21.00
12194 0.61,24.30,38.00,59.50,54.50
12194 0.61,24.30,38.00,36.50,71.75
12203 0.61,24.30,38.00,29.00,-16.75
12203 0.61,24.30,38.00,12.50,-75.00
12210 0.61,24.30,38.00,-35.00,-63.75
12210 0.61,24.30,38.00,-9.00,9.00
12219 0.61,24.30,38.00,23.00,38.25
12219 0.61,24.30,38.00,47.25,22.50
12226 0.61,24.30,38.00,16.50,-16.00
12226 0.61,24.30,38.00,-8.25,21.25
12234 0.61,24.30,38.00,-43.00,2.75
12234 0.61,24.30,38.00,-31.00,-36.25
12240 0.61,24.30,38.00,-30.00,-17.50
12244 0.61,24.20,38.00,13.75,30.25
12251 0.61,24.20,38.00,-33.75,-35.25
12251 0.61,24.20,38.00,-6.00,3.50
12259 0.61,24.20,38.00,23.75,36.00
12259 0.61,24.20,38.00,26.75,11.00
12266 0.61,24.20,38.00,28.25,-1.25
12266 0.61,24.20,38.00,22.75,2.75
12274 0.61,24.20,38.00,9.00,-19.50
12275 0.61,24.20,38.00,5.50,-20.75
12283 0.61,24.20,38.00,24.00,2.75
12283 0.61,24.20,38.00,35.75,15.50
12291 0.61,24.20,38.00,28.50,30.75
12291 0.61,24.20,38.00,-0.25,40.00
12299 0.61,24.20,38.00,-54.25,22.25
12299 0.61,24.20,38.00,-55.25,-7.50
12306 0.61,24.20,38.00,38.00,-21.50
12306 0.61,24.20,38.00,13.00,9.75
12314 0.61,24.20,38.00,-10.25,43.25
12314 0.61,24.20,38.00,-25.25,-35.00
12322 0.61,24.20,38.00,20.25,-18.00
12322 0.61,24.20,38.00,5.75,0.75
12330 0.61,24.20,38.00,5.25,38.25
12330 0.61,24.20,38.00,2.50,9.00
12339 0.61,24.20,38.00,-1.25,-4.25
12339 0.61,24.20,38.00,-16.00,-88.25
12347 0.61,24.20,38.00,-0.50,-59.75
12348 0.61,24.20,38.00,-72.00,-52.75
12355 0.61,24.20,38.00,-47.50,-5.75
12355 0.61,24.20,38.00,-5.00,22.25
12363 0.61,24.20,38.00,2.00,52.50
12363 0.61,24.20,38.00,-37.25,37.75
12369 0.61,24.20,38.00,17.25,51.50
12370 0.61,24.20,38.00,12.25,3.75
12377 0.61,24.20,38.00,-5.00,-38.50
12378 0.61,24.20,38.00,4.00,-31.75
12386 0.61,24.20,38.00,21.25,-2.75
12386 0.61,24.20,38.00,28.75,21.25
12394 0.61,24.20,38.00,20.75,11.50
12394 0.61,24.20,38.00,21.50,41.25
12402 0.61,24.20,38.00,29.50,61.75
12402 0.61,24.20,38.00,28.50,46.50
12410 0.61,24.20,38.00,-16.50,-2.50
12410 0.61,24.20,38.00,-19.75,8.75
12420 0.61,24.20,38.00,-45.75,17.50
12420 0.61,24.20,38.00,-24.50,52.50
12427 0.61,24.20,38.00,-7.00,46.75
12427 0.61,24.20,38.00,37.00,20.25
12435 0.61,24.20,38.00,18.25,-37.50
12435 0.61,24.20,38.00,17.50,-32.00
12443 0.61,24.20,38.00,-10.50,-45.25
12443 0.61,24.20,38.00,-29.50,-43.75
12450 0.61,24.20,38.00,-60.50,-59.50
12451 0.61,24.20,38.00,-37.75,-39.25
12459 0.61,24.20,38.00,-17.25,-18.75
12459 0.61,24.20,38.00,10.50,28.00
12466 0.61,24.20,38.00,-46.00,8.50
12466 0.61,24.20,38.00,-1.00,21.00
12475 0.61,24.20,38.00,76.50,33.50
12475 0.61,24.20,38.00,12.50,31.25
12482 0.61,24.20,38.00,-63.75,-23.25
12482 0.61,24.20,38.00,-54.00,-46.50
12490 0.61,24.20,38.00,-22.00,-70.50
12490 0.61,24.20,38.00,0.25,-63.75
12499 0.61,24.20,38.00,44.00,11.50
12499 0.61,24.20,38.00,39.00,43.75
12506 0.61,24.20,38.00,22.50,39.25
12506 0.61,24.20,38.00,-26.00,2.50
12514 0.61,24.20,38.00,-33.75,-14.25
12514 0.61,24.20,38.00,-47.00,-32.75
12522 0.61,24.20,38.00,-53.75,-16.50
12522 0.61,24.20,38.00,-52.75,-2.50
12530 0.61,24.20,38.00,-13.75,1.50
12530 0.61,24.20,38.00,-0.50,-25.75
12538 0.61,24.20,38.00,39.50,7.50
12538 0.61,24.20,38.00,35.75,13.25
12546 0.61,24.20,38.00,8.50,-13.50
12546 0.61,24.20,38.00,-26.25,-42.25
12554 0.61,24.20,38.00,-15.50,-17.75
12554 0.61,24.20,38.00,-37.25,-12.25
12563 0.61,24.20,38.00,-27.00,18.50
12563 0.61,24.20,38.00,19.00,29.50
12571 0.61,24.20,38.00,60.25,41.75
12571 0.61,24.20,38.00,31.50,20.50
12577 0.61,24.20,38.00,11.25,8.25
12579 0.61,24.20,38.00,0.00,22.00
12587 0.61,24.20,38.00,8.50,-7.00
12587 0.61,24.20,38.00,-10.50,-39.00
12594 0.61,24.20,38.00,-27.00,2.50
12594 0.61,24.20,38.00,-13.00,38.75
12602 0.61,24.20,38.00,21.75,46.00
12602 0.61,24.20,38.00,75.50,34.75
12610 0.61,24.20,38.00,74.75,17.00
12610 0.61,24.20,38.00,39.50,4.50
12618 0.61,24.20,38.00,-42.25,-18.50
12618 0.61,24.20,38.00,-49.25,-21.50
12626 0.61,24.20,38.00,-48.25,-36.50
12626 0.61,24.20,38.00,2.00,2.00
12635 0.61,24.20,38.00,42.50,4.50
12635 0.61,24.20,38.00,40.00,9.00
12643 0.61,24.20,38.00,12.25,16.00
12643 0.61,24.20,38.00,36.25,8.25
12651 0.61,24.20,38.00,21.00,-13.25
12651 0.61,24.20,38.00,-7.75,-12.25
12658 0.61,24.20,38.00,-67.00,-44.75
12658 0.61,24.20,38.00,-50.75,-32.75
12664 0.61,24.20,38.00,-35.50,7.00
12671 0.61,24.20,38.00,-0.75,53.50
12671 0.61,24.20,38.00,23.25,42.75
12674 0.61,24.20,38.00,27.75,13.75
12682 0.61,24.20,38.00,-5.75,-18.50
12682 0.61,24.20,38.00,-49.75,-7.50
12691 0.61,24.20,38.00,-45.00,-3.25
12692 0.61,24.20,38.00,-36.25,-25.75
12698 0.61,24.20,38.00,-29.50,-47.75
12698 0.61,24.20,38.00,-16.75,-37.75
12707 0.61,24.20,38.00,23.25,20.50
12707 0.61,24.20,38.00,35.75,30.75
12715 0.61,24.20,38.00,28.00,-1.25
12715 0.61,24.20,38.00,15.00,-13.75
12723 0.61,24.20,38.00,17.00,-3.75
12723 0.61,24.20,38.00,-15.75,-25.00
12731 0.61,24.20,38.00,-25.25,-24.25
12731 0.61,24.20,38.00,-13.75,-9.25
12738 0.61,24.20,38.00,34.75,30.75
12738 0.61,24.20,38.00,28.75,17.50
12746 0.61,24.20,38.00,47.25,29.50
12746 0.61,24.20,38.00,24.75,12.50
12755 0.61,24.20,38.00,-2.75,-14.25
12755 0.61,24.20,38.00,-14.75,-41.00
12762 0.61,24.20,38.00,9.25,-28.00
12763 0.61,24.20,38.00,-4.00,-25.00
12771 0.61,24.20,38.00,-13.50,-6.25
12771 0.61,24.20,38.00,11.25,23.00
12778 0.61,24.20,38.00,45.25,50.00
12778 0.61,24.20,38.00,85.00,53.00
12786 0.61,24.20,38.00,47.00,9.75
12787 0.61,24.20,38.00,-11.75,-15.50
12794 0.61,24.20,38.00,-49.75,-24.25
12795 0.61,24.20,38.00,-45.25,-13.75
12803 0.61,24.20,38.00,-25.50,13.75
12803 0.61,24.20,38.00,-6.00,38.25
12811 0.61,24.20,38.00,28.75,57.00
12812 0.61,24.20,38.00,51.00,47.75
12819 0.61,24.20,38.00,23.25,-4.00
12819 0.61,24.20,38.00,27.50,-2.25
12826 0.61,24.20,38.00,-37.50,-51.25
12826 0.61,24.20,38.00,-40.25,-43.00
12833 0.61,24.20,38.00,-59.75,-58.25
12834 0.61,24.20,38.00,-32.00,-32.50
12841 0.61,24.20,38.00,12.25,4.50
12842 0.61,24.20,38.00,41.00,27.25
12850 0.61,24.20,38.00,17.25,9.00
12850 0.61,24.20,38.00,3.50,11.75
12859 0.61,24.20,38.00,-32.75,6.75
12859 0.61,24.20,38.00,-57.75,-14.75
12867 0.61,24.20,38.00,-19.75,-18.75
12867 0.61,24.20,38.00,7.50,-26.75
12875 0.61,24.20,38.00,6.75,-36.00
12875 0.61,24.20,38.00,18.00,-9.00
12883 0.61,24.20,38.00,23.75,14.25
12883 0.61,24.20,38.00,15.50,18.50
12890 0.61,24.20,38.00,-2.75,16.25
12891 0.61,24.20,38.00,-50.00,7.50
12899 0.61,24.20,38.00,-50.75,4.50
12899 0.61,24.20,38.00,-31.00,-21.50
12906 0.61,24.20,38.00,6.75,11.50
12906 0.61,24.20,38.00,11.25,28.25
12915 0.61,24.20,38.00,12.00,1.75
12915 0.61,24.20,38.00,2.00,-18.25
12922 0.61,24.20,38.00,2.50,-11.50
12922 0.61,24.20,38.00,-26.00,-43.75
12931 0.61,24.20,38.00,4.25,-14.00
12931 0.61,24.20,38.00,-19.00,-20.75
12938 0.61,24.20,38.00,-42.00,-24.00
12938 0.61,24.20,38.00,-29.25,-15.00
12947 0.61,24.20,38.00,26.25,22.00
12947 0.61,24.20,38.00,35.00,16.50
12954 0.61,24.20,38.00,26.25,2.00
12954 0.61,24.20,38.00,0.75,-28.25
12962 0.61,24.20,38.00,-14.25,-37.75
12962 0.61,24.20,38.00,-39.00,-43.50
12970 0.61,24.20,38.00,-12.50,-4.00
12970 0.61,24.20,38.00,4.75,21.50
12979 0.61,24.20,38.00,25.00,48.75
12979 0.61,24.20,38.00,39.75,55.25
12986 0.61,24.20,38.00,55.00,57.75
12986 0.61,24.20,38.00,38.75,26.50
12995 0.61,24.20,38.00,-2.25,-12.00
12995 0.61,24.20,38.00,-24.50,-23.75
13003 0.61,24.20,38.00,-58.25,-36.25
13003 0.61,24.20,38.00,-37.75,-16.75
13010 0.61,24.20,38.00,-17.00,-18.25
13010 0.61,24.20,38.00,70.25,34.00
13018 0.61,24.20,38.00,90.50,31.25
13018 0.61,24.20,38.00,84.50,52.50
13026 0.61,24.20,38.00,8.00,24.00
13027 0.61,24.20,38.00,-9.00,12.50
13034 0.61,24.20,38.00,-35.50,-30.00
13034 0.61,24.20,38.00,-15.50,-28.50
13043 0.61,24.20,38.00,-1.75,-25.00
13043 0.61,24.20,38.00,22.00,-1.50
13050 0.61,24.20,38.00,19.50,11.25
13050 0.61,24.20,38.00,42.00,46.25
13058 0.61,24.20,38.00,17.25,23.00
13059 0.61,24.20,38.00,-9.25,3.00
13066 0.61,24.20,38.00,-44.25,-26.75
13066 0.61,24.20,38.00,-41.25,-22.00
13074 0.61,24.20,38.00,-51.00,-25.50
13074 0.61,24.20,38.00,-72.00,-19.75
13082 0.61,24.20,38.00,-41.00,8.50
13082 0.61,24.20,38.00,51.75,39.75
13090 0.61,24.20,38.00,82.25,34.00
13090 0.61,24.20,38.00,29.25,15.00
13099 0.61,24.20,38.00,-35.75,-3.25
13099 0.61,24.20,38.00,-68.00,-11.75
13106 0.61,24.20,38.00,-68.50,-36.75
13106 0.61,24.20,38.00,-15.25,-52.75
13114 0.61,24.20,38.00,16.75,-22.75
13114 0.61,24.20,38.00,-5.00,24.50
13122 0.61,24.20,38.00,23.75,41.00
13123 0.61,24.20,38.00,35.75,-0.75
13131 0.61,24.20,38.00,39.00,-20.00
13131 0.61,24.20,38.00,-4.25,-35.25
13139 0.61,24.20,38.00,-40.25,-18.50
13139 0.61,24.20,38.00,-63.50,-6.00
13148 0.61,24.20,38.00,-16.75,14.00
13148 0.61,24.20,38.00,17.75,-10.75
13155 0.61,24.20,38.00,78.50,7.25
13155 0.61,24.20,38.00,82.25,15.50
13163 0.61,24.20,38.00,49.00,17.00
